name,author,description,book_id,genre
Swann's Way,MARCEL PROUST,"The first volume of one of the greatest novels of the twentieth century, in Lydia Davis's award-winning translation Marcel Proust’s In Search of Lost Time is one of the most entertaining reading experiences in any language and arguably the finest novel of the twentieth century. But since its original prewar translation there has been no completely new version in English. Now, Penguin Classics brings Proust’s masterpiece to new audiences throughout the world, beginning with Lydia Davis’s internationally acclaimed translation of the first volume, Swann’s Way. Swann's Way is one of the preeminent novels of childhood: a sensitive boy's impressions of his family and neighbors, all brought dazzlingly back to life years later by the taste of a madeleine. It also enfolds the short novel ""Swann in Love,"" an incomparable study of sexual jealousy that becomes a crucial part of the vast, unfolding structure of In Search of Lost Time. The first volume of the work that established Proust as one of the finest voices of the modern age—satirical, skeptical, confiding, and endlessly varied in his response to the human condition—Swann's Way also stands on its own as a perfect rendering of a life in art, of the past recreated through memory.",2643,"['Fiction', 'France', 'Literature', 'French Literature', 'Novels', 'Philosophy', '20th Century']"
"The Little Mouse, the Red Ripe Strawberry, and the Big Hungry Bear",DON WOOD,"Little Mouse worries that the big, hungry bear will take his freshly picked, ripe, red strawberry for himself. On board pages.",2644,"['Picture Books', 'Childrens', 'Animals', 'Storytime', 'Fiction', 'Food', 'Humor']"
Cerulean Sins,LAURELL K. HAMILTON,"In this novel in the #1 New York Times bestselling series, vampire hunter Anita Blake learns what it's like to be at the new end of a centuries-old bloodline—and just how far she’ll let herself get pushed around. Once a sworn enemy of all monsters, Anita is now the human consort of both Jean-Claude, the Master Vampire, and Micah, the leopard shapeshifter. Not quite as human as she once was, she is consumed by both their hungers—desires that must be sated time and time again. And when a centuries-old vampire targets Jean-Claude and his clan, Anita finds herself tested as never before—needing all the dark forces her passion can muster to save the ones she loves the most...",2645,"['Urban Fantasy', 'Vampires', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Fiction']"
Robopocalypse,DANIEL HOWARD WILSON,"In the near future, at a moment that no one will notice, all the dazzling technology that runs our world will unite and turn against us. ""Robopocalypse"" is a brilliantly conceived action-filled epic, a terrifying story with heart-stopping implications for the real technology all around us.",2646,"['Science Fiction', 'Fiction', 'Dystopia', 'Post Apocalyptic', 'Robots', 'Audiobook', 'Thriller']"
"The Secret Diary of Adrian Mole, Aged 13 3/4",SUE TOWNSEND,"Adrian Mole's first love, Pandora, has left him; a neighbor, Mr. Lucas, appears to be seducing his mother (and what does that mean for his father?); the BBC refuses to publish his poetry; and his dog swallowed the tree off the Christmas cake. ""Why"" indeed.",2650,"['Fiction', 'Young Adult', 'Humor', 'Comedy', 'Childrens', 'British Literature', 'Contemporary']"
The Painted Veil,W. SOMERSET MAUGHAM,"Set in England and Hong Kong in the 1920s, The Painted Veil is the story of the beautiful but love-starved Kitty Fane. When her husband discovers her adulterous affair, he forces her to accompany him to the heart of a cholera epidemic. Stripped of the British society of her youth and the small but effective society she fought so hard to attain in Hong Kong, she is compelled by her awakening conscience to reassess her life and learn how to love. The Painted Veil is a beautifully written affirmation of the human capacity to grow, to change, and to forgive.",2651,"['Fiction', 'Literature', 'Classics', 'Philosophy', 'Historical Fiction', 'Novels', 'Book Club']"
Amphigorey,EDWARD GOREY,"An illustrated collection of 15 macabre short stories. In this gorgeously detailed volume, American artist and author Edward Gorey accents amphigory (nonsense verse or composition) with his signature cross-hatched pen-and-ink drawings. A mix of poetry and prose, light-hearted and decidedly more morbid storytelling, the book is sure to satisfy both fans of art and lovers of short stories alike. Stories included: ""The Unstrung Harp"" ""The Listing Attic"" ""The Doubtful Guest"" ""The Object Lesson"" ""The Bug Book"" ""The Fatal Lozenge"" ""The Hapless Child"" ""The Curious Sofa"" ""The Willowdale Handcar"" ""The Gashlycrumb Tinies"" ""The Insect God"" ""The West Wing"" ""The Wuggly Ump"" ""The Sinking Spell"" ""The Remembered Visit""",2652,"['Art', 'Humor', 'Comics', 'Graphic Novels', 'Fiction', 'Poetry', 'Horror']"
Infernal Triangles,ALAN MOORE,"This is Vertigo's second Swamp Thing series, wherein writer Alan Moore reconfigures Swamp Thing's origin to make him a true monster as opposed to a human transformed into a monster.",2653,"['Fantasy', 'Graphic Novels', 'Comics', 'Fiction', 'Urban Fantasy', 'Graphic Novels Comics', 'Horror']"
Danger in a Red Dress,CHRISTINA DODD,"Home care nurse Hannah Grey is dedicated to her patient, an aging widow still tainted by the financial scandal her late husband perpetrated. She makes Hannah promise that upon her death, she?ll right the family?s wrongs, and gives Hannah her offshore account?s access codes. But Carrick Manly will do anything to discover where his family?s fortunes lie? including kill his own mother. Fearing for her life, and desperate not to betray the widow, Hannah flees. And when Carrick?s half-brother, Gabriel, tracks her down in Houston, Hannah must trust her own instincts?and her heart?to survive.",2654,"['Urban Fantasy', 'Vampires', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Adult']"
Go Tell it on the Mountain,JAMES BALDWIN,"The story of the guilt, bitterness and spiritual strivings of the Grimes family which is told as the son, John, faces the issue of religious conversion in the Temple of the Fire Baptised.",2655,"['Fiction', 'Classics', 'African American', 'Race', 'Religion', 'Literature', 'Novels']"
Miss Julia Hits the Road,ANN B. ROSS,"Despite her increasing concerns about the exploits marking her boyfriend's mid-life crisis, sharp-tongued southerner Miss Julia launches a motorcycle fund-raiser to save her housekeeper's home from being lost to the schemes of a greedy landlord. Reprint. 100,000 first printing.",2656,"['Fantasy', 'Fiction', 'Mystery', 'Humor', 'Science Fiction', 'Books About Books', 'Time Travel']"
The Reason I Jump,NAOKI HIGASHIDA,"“One of the most remarkable books I’ve ever read. It’s truly moving, eye-opening, incredibly vivid.”—Jon Stewart, The Daily Show NAMED ONE OF THE BEST BOOKS OF THE YEAR BY NPR • The Wall Street Journal • Bloomberg Business • Bookish FINALIST FOR THE BOOKS FOR A BETTER LIFE FIRST BOOK AWARD • NEW YORK TIMES BESTSELLER You’ve never read a book like The Reason I Jump. Written by Naoki Higashida, a very smart, very self-aware, and very charming thirteen-year-old boy with autism, it is a one-of-a-kind memoir that demonstrates how an autistic mind thinks, feels, perceives, and responds in ways few of us can imagine. Parents and family members who never thought they could get inside the head of their autistic loved one at last have a way to break through to the curious, subtle, and complex life within. Using an alphabet grid to painstakingly construct words, sentences, and thoughts that he is unable to speak out loud, Naoki answers even the most delicate questions that people want to know. Questions such as: “Why do people with autism talk so loudly and weirdly?” “Why do you line up your toy cars and blocks?” “Why don’t you make eye contact when you’re talking?” and “What’s the reason you jump?” (Naoki’s answer: “When I’m jumping, it’s as if my feelings are going upward to the sky.”) With disarming honesty and a generous heart, Naoki shares his unique point of view on not only autism but life itself. His insights—into the mystery of words, the wonders of laughter, and the elusiveness of memory—are so startling, so strange, and so powerful that you will never look at the world the same way again. In his introduction, bestselling novelist David Mitchell writes that Naoki’s words allowed him to feel, for the first time, as if his own autistic child was explaining what was happening in his mind. “It is no exaggeration to say that The Reason I Jump allowed me to round a corner in our relationship.” This translation was a labor of love by David and his wife, KA Yoshida, so they’d be able to share that feeling with friends, the wider autism community, and beyond. Naoki’s book, in its beauty, truthfulness, and simplicity, is a gift to be shared. Praise for The Reason I Jump “This is an intimate book, one that brings readers right into an autistic mind.”—Chicago Tribune (Editor’s Choice) “Amazing times a million.”—Whoopi Goldberg, People “The Reason I Jump is a Rosetta stone. . . . This book takes about ninety minutes to read, and it will stretch your vision of what it is to be human.”—Andrew Solomon, The Times (U.K.) “Extraordinary, moving, and jeweled with epiphanies.”—The Boston Globe “Small but profound . . . [Higashida’s] startling, moving insights offer a rare look inside the autistic mind.”—Parade",2657,"['Nonfiction', 'Autistic Spectrum Disorder', 'Memoir', 'Psychology', 'Biography', 'Book Club', 'Biography Memoir']"
